polholder_age,polholder_BMCevol,polholder_diffdriver,polholder_gender,polholder_job,policy_age,policy_caruse,policy_nbcontract,prem_final,prem_freqperyear,prem_last,prem_market,prem_pure,vehicl_age,vehicl_agepurchase,vehicl_garage,vehicl_powerkw,vehicl_region,lapse
31,down,same,Male,medical,0,private or freelance work,1,532.84,1 per year,618.95,628.91,484.39,8,8,private garage,75 kW,Reg8,0
61,stable,same,Male,medical,10,unknown,1,271.4,2 per year,271.41,199.72,286.56,18,7,private garage,125-300 kW,Reg3,0
45,stable,only partner,Male,medical,1,private or freelance work,1,234.79,1 per year,234.8,334.34,248.39,18,11,street,75 kW,Reg9,0
29,down,same,Male,medical,0,private or freelance work,1,1099.94,1 per year,1277.71,1093.91,999.95,13,12,other,100 kW,Reg8,0
36,stable,only partner,Male,medical,1,private or freelance work,1,195.83,1 per year,195.84,220.51,183.88,6,3,private garage,100 kW,Reg1,0
46,stable,only partner,Female,medical,10,unknown,1,196.98,1 per year,196.99,158.07,196.99,12,1,private garage,25-50 kW,Reg10,0
65,down,same,Male,medical,0,private or freelance work,1,269.99,4 per year,275.5,302.61,224.97,18,17,private garage,100 kW,Reg8,0
35,down,only partner,Male,medical,1,private or freelance work,10,269.77,4 per year,275.28,293.85,254.72,17,15,other,75 kW,Reg4,0
38,down,only partner,Male,medical,1,private or freelance work,1,234.99,1 per year,239.79,263.58,215.8,17,7,other,75 kW,Reg7,0
36,stable,only partner,Male,normal,0,private or freelance work,1,295.16,4 per year,295.16,331.86,295.16,16,16,parking deck,25-50 kW,Reg10,0
48,down,young drivers,Male,normal,7,private or freelance work,1,403.16,1 per year,411.39,341.01,385.13,13,6,private garage,75 kW,Reg7,0
48,stable,only partner,Male,medical,0,private or freelance work,1,142.17,1 per year,142.19,157.6,142.2,6,0,carport,75 kW,Reg10,0
42,stable,same,Male,medical,0,private or freelance work,1,257.89,4 per year,257.9,336.32,265.3,16,9,street,100 kW,Reg9,0
61,stable,same,Male,normal,4,private or freelance work,2,264.65,1 per year,264.66,266.06,264.66,16,4,unknown,75 kW,Reg8,0
28,down,only partner,Female,normal,0,private or freelance work,1,797.33,4 per year,926.19,762.75,697.77,16,15,street,75 kW,Reg8,0
42,stable,young drivers,Female,medical,0,private or freelance work,2,329.96,1 per year,329.98,473.65,329.98,13,0,other,100 kW,Reg8,0
29,down,only partner,Male,medical,3,private or freelance work,2,761.34,1 per year,794.44,442.79,662.04,14,11,street,75 kW,Reg10,0
37,down,only partner,Male,normal,6,unknown,1,326.88,1 per year,333.55,261.09,280.54,11,5,street,125-300 kW,Reg5,0
29,down,all drivers > 24,Male,medical,1,private or freelance work,1,321.95,1 per year,328.53,312.18,290.2,18,12,private garage,100 kW,Reg12,1
41,up,all drivers > 24,Male,normal,4,private or freelance work,3,657.65,4 per year,493.24,541.36,657.65,18,17,other,75 kW,Reg4,0
47,stable,same,Female,normal,10,private or freelance work,1,311.8,4 per year,296.96,295.09,317.46,10,9,street,75 kW,Reg5,0
31,down,same,Female,medical,0,private or freelance work,1,294.53,4 per year,300.54,356.23,257.6,12,9,private garage,25-50 kW,Reg4,0
45,stable,same,Male,normal,7,private or freelance work,1,208.01,1 per year,208.02,263.05,222.01,14,5,street,25-50 kW,Reg2,0
36,stable,same,Female,medical,1,private or freelance work,1,214.61,1 per year,214.62,299.41,214.62,16,5,private garage,100 kW,Reg7,0
46,stable,young drivers,Female,medical,0,private or freelance work,1,163.86,1 per year,163.88,238.65,156.63,9,2,street,25-50 kW,Reg14,1
31,down,same,Female,normal,0,private or freelance work,1,1085.33,4 per year,1107.47,615.29,1033.6,10,10,street,100 kW,Reg4,0
53,stable,same,Male,normal,10,unknown,1,337.79,1 per year,337.8,344.14,340.9,10,0,private estate,100 kW,Reg8,0
32,stable,only partner,Male,medical,1,private or freelance work,2,385.3,4 per year,385.31,386.91,364.04,2,0,underground garage,150 kW,Reg2,0
49,stable,only partner,Female,normal,7,private or freelance work,1,217.64,1 per year,217.65,188.94,217.66,12,11,private garage,100 kW,Reg6,0
45,stable,only partner,Male,medical,10,private or freelance work,1,195.33,1 per year,195.34,179.04,195.34,18,2,parking deck,100 kW,Reg5,0
55,stable,same,Male,normal,8,private or freelance work,1,386.11,1 per year,386.12,341.01,371.62,5,3,street,100 kW,Reg12,0
55,down,only partner,Female,medical,6,unknown,1,402.06,1 per year,410.26,289.75,341.93,16,10,private garage,100 kW,Reg5,0
38,down,only partner,Female,medical,7,unknown,1,381.27,2 per year,389.05,263.66,329.05,18,10,private garage,75 kW,Reg7,0
43,stable,same,Male,medical,1,private or freelance work,1,309.99,4 per year,310.0,362.38,310.0,13,2,other,150 kW,Reg4,0
49,down,young drivers,Male,normal,2,private or freelance work,1,583.31,1 per year,595.21,308.24,545.61,10,5,private garage,25-50 kW,Reg14,0
40,down,only partner,Male,medical,0,private or freelance work,1,259.09,1 per year,264.38,250.04,226.61,10,10,private garage,75 kW,Reg5,1
44,down,only partner,Female,medical,0,private or freelance work,1,368.14,2 per year,375.65,392.61,340.65,12,11,other,25-50 kW,Reg7,0
26,down,young drivers,Male,medical,0,private or freelance work,1,564.23,4 per year,588.76,862.4,529.4,7,6,other,75 kW,Reg14,0
39,stable,only partner,Male,medical,3,private or freelance work,1,289.94,1 per year,289.95,236.99,284.59,7,4,private garage,100 kW,Reg7,0
37,stable,same,Male,normal,6,private or freelance work,2,220.46,12 per year,220.48,219.4,220.48,15,15,private garage,25-50 kW,Reg8,0
51,stable,same,Male,normal,8,private or freelance work,1,254.53,4 per year,254.54,263.55,254.54,16,7,private garage,100 kW,Reg4,0
38,stable,only partner,Male,normal,1,private or freelance work,2,153.81,1 per year,153.82,230.93,169.94,18,15,parking deck,75 kW,Reg3,0
58,down,same,Female,normal,7,private or freelance work,2,184.57,1 per year,188.34,157.31,166.31,7,0,private garage,75 kW,Reg11,0
55,stable,all drivers > 24,Female,medical,9,private or freelance work,1,151.86,1 per year,151.88,168.68,156.08,18,7,parking deck,75 kW,Reg3,0
61,stable,only partner,Male,normal,2,private or freelance work,1,320.12,1 per year,320.14,234.97,269.85,15,0,street,125-300 kW,Reg12,0
54,stable,young drivers,Female,medical,0,private or freelance work,1,273.88,1 per year,273.89,388.77,273.89,11,10,private garage,75 kW,Reg10,0
37,down,same,Male,normal,3,private or freelance work,1,549.94,12 per year,561.16,404.31,477.21,18,15,private garage,125-300 kW,Reg14,0
49,stable,only partner,Male,medical,0,private or freelance work,1,234.79,1 per year,234.8,298.85,226.19,11,6,parking deck,100 kW,Reg8,0
70,stable,only partner,Male,normal,9,unknown,1,339.38,1 per year,339.39,257.09,339.39,18,8,private garage,100 kW,Reg10,0
24,down,same,Female,medical,0,private or freelance work,1,635.46,4 per year,738.16,647.51,577.69,16,16,other,75 kW,Reg10,1
38,down,only partner,Male,medical,1,private or freelance work,1,296.78,1 per year,302.84,278.52,275.21,10,6,street,75 kW,Reg9,1
35,down,same,Male,normal,3,private or freelance work,1,569.44,12 per year,581.06,482.39,542.32,16,15,private garage,125-300 kW,Reg8,0
52,stable,all drivers > 24,Male,normal,0,private or freelance work,2,184.04,1 per year,184.05,188.91,184.05,14,14,private garage,25-50 kW,Reg4,0
82,stable,same,Male,medical,9,unknown,1,268.92,1 per year,268.94,261.38,254.59,16,6,private garage,75 kW,Reg14,0
46,down,only partner,Female,medical,0,private or freelance work,1,452.67,4 per year,461.91,488.73,423.42,13,13,other,75 kW,Reg5,0
34,stable,only partner,Female,normal,0,private or freelance work,1,173.06,4 per year,173.08,245.09,173.08,17,11,private garage,25-50 kW,Reg3,0
23,stable,same,Female,normal,0,private or freelance work,1,289.26,1 per year,289.27,389.15,309.03,13,9,private garage,25-50 kW,Reg8,0
33,up,same,Female,normal,2,private or freelance work,1,504.48,12 per year,378.36,499.9,504.47,16,8,street,75 kW,Reg4,0
47,up,same,Male,normal,0,private or freelance work,1,388.73,1 per year,323.94,384.88,307.45,18,13,street,25-50 kW,Reg1,0
61,stable,only partner,Male,medical,8,private or freelance work,3,142.59,1 per year,142.6,162.64,153.64,8,0,street,75 kW,Reg5,0
76,up,same,Male,normal,9,unknown,1,323.97,1 per year,251.98,357.67,326.9,16,4,private garage,75 kW,Reg5,0
70,stable,all drivers > 24,Male,normal,0,private or freelance work,1,188.94,1 per year,188.95,259.45,171.94,18,12,private garage,175 kW,Reg6,0
39,down,same,Female,medical,1,private or freelance work,1,234.56,2 per year,239.35,238.12,217.6,17,10,other,75 kW,Reg10,0
41,up,only partner,Female,medical,1,private or freelance work,1,406.28,1 per year,297.94,626.93,373.49,14,7,street,75 kW,Reg4,0
39,stable,only partner,Male,normal,5,unknown,1,252.05,1 per year,252.06,285.9,261.06,15,5,unknown,75 kW,Reg10,0
51,stable,only partner,Male,normal,7,unknown,1,282.96,1 per year,282.98,224.4,285.6,12,5,private garage,100 kW,Reg4,0
31,down,same,Male,normal,1,private or freelance work,1,825.53,12 per year,861.43,779.98,717.85,18,18,private garage,100 kW,Reg4,0
27,stable,only partner,Male,normal,2,private or freelance work,2,459.81,4 per year,459.82,341.93,447.0,10,8,private garage,75 kW,Reg12,0
59,stable,same,Male,medical,6,unknown,2,196.79,1 per year,196.8,201.01,179.74,10,4,private garage,100 kW,Reg7,0
22,down,same,Female,medical,0,private or freelance work,1,591.3,12 per year,617.01,653.77,490.53,11,11,private garage,75 kW,Reg12,0
26,up,same,Male,normal,0,private or freelance work,1,1556.4,4 per year,1234.39,1392.76,1556.41,13,12,street,100 kW,Reg4,0
37,stable,only partner,Female,normal,1,private or freelance work,1,170.45,1 per year,170.46,184.1,170.46,15,9,private garage,100 kW,Reg3,0
33,stable,same,Female,medical,0,private or freelance work,1,227.59,1 per year,227.6,317.51,227.6,13,7,other,100 kW,Reg4,0
32,down,same,Male,normal,0,private or freelance work,2,670.9,12 per year,684.59,620.48,586.79,8,8,carport,100 kW,Reg3,0
36,stable,only partner,Female,medical,2,private or freelance work,1,244.78,1 per year,244.79,253.16,249.3,15,4,underground garage,100 kW,Reg7,0
36,stable,only partner,Male,medical,2,private or freelance work,2,301.33,1 per year,301.34,226.08,301.34,12,10,private garage,100 kW,Reg7,0
27,down,same,Male,medical,0,private or freelance work,1,721.46,4 per year,838.06,653.82,655.92,15,15,parking deck,25-50 kW,Reg5,0
50,stable,same,Male,medical,2,private or freelance work,5,223.46,4 per year,223.47,234.48,211.21,18,16,private garage,100 kW,Reg8,0
41,up,same,Male,normal,0,private or freelance work,1,1182.0,4 per year,407.59,1263.16,1182.0,13,13,parking deck,75 kW,Reg5,0
55,down,only partner,Female,normal,2,private or freelance work,2,564.86,1 per year,576.39,482.15,528.35,15,8,street,75 kW,Reg5,0
20,down,same,Male,medical,0,private or freelance work,1,403.03,1 per year,411.25,565.17,405.96,17,15,private garage,25-50 kW,Reg12,0
35,stable,all drivers > 24,Male,normal,1,private or freelance work,4,695.82,12 per year,695.84,623.47,675.98,15,13,other,100 kW,Reg4,0
55,stable,only partner,Male,medical,4,private or freelance work,3,218.66,4 per year,218.68,325.21,208.82,14,8,carport,75 kW,Reg11,0
52,stable,only partner,Male,medical,7,private or freelance work,1,346.64,1 per year,346.65,236.95,373.68,9,1,unknown,125-300 kW,Reg8,0
38,down,same,Male,normal,1,private or freelance work,1,496.22,4 per year,506.35,415.41,421.97,14,9,street,100 kW,Reg14,0
46,stable,all drivers > 24,Female,medical,4,private or freelance work,2,396.01,2 per year,396.01,286.6,396.01,12,10,street,75 kW,Reg5,0
30,stable,same,Female,medical,0,private or freelance work,1,147.05,2 per year,147.06,224.16,147.06,16,8,private garage,25-50 kW,Reg7,0
55,stable,same,Female,medical,10,unknown,1,222.75,1 per year,222.76,206.65,235.16,14,1,private garage,25-50 kW,Reg10,0
65,stable,same,Male,normal,1,private or freelance work,1,141.76,1 per year,141.77,172.04,141.77,18,7,underground garage,100 kW,Reg7,0
47,stable,only partner,Male,normal,0,private or freelance work,1,255.48,1 per year,255.49,340.06,255.49,12,8,other,75 kW,Reg4,0
30,up,only partner,Female,medical,0,private or freelance work,2,381.51,4 per year,317.92,500.59,381.5,12,6,underground garage,75 kW,Reg4,0
54,stable,only partner,Male,medical,1,private or freelance work,1,323.64,2 per year,323.65,306.26,308.78,15,14,street,75 kW,Reg7,0
42,stable,same,Male,normal,5,private or freelance work,1,417.76,1 per year,417.78,347.6,417.78,8,7,private garage,125-300 kW,Reg7,0
68,stable,same,Female,normal,1,private or freelance work,2,337.84,1 per year,337.85,312.12,316.08,7,7,private garage,75 kW,Reg8,0
37,stable,same,Male,medical,1,private or freelance work,1,188.21,12 per year,188.23,231.68,183.11,16,4,private garage,150 kW,Reg8,0
54,down,all drivers > 24,Female,medical,1,private or freelance work,1,429.34,4 per year,438.1,617.69,475.54,15,10,street,125-300 kW,Reg3,1
33,stable,same,Male,normal,1,private or freelance work,1,354.85,4 per year,354.86,403.76,372.06,14,7,street,125-300 kW,Reg3,0
48,down,same,Male,normal,1,private or freelance work,1,797.35,4 per year,832.01,608.58,748.3,8,6,street,100 kW,Reg9,1
41,stable,same,Female,medical,0,private or freelance work,1,178.18,1 per year,178.19,245.07,178.19,13,10,street,75 kW,Reg4,0
45,down,same,Female,normal,1,private or freelance work,1,255.51,4 per year,260.73,266.95,217.12,18,15,other,100 kW,Reg11,1
33,stable,same,Male,normal,4,private or freelance work,1,271.29,1 per year,271.3,297.3,297.46,11,3,unknown,100 kW,Reg1,0
43,stable,young drivers,Male,normal,1,private or freelance work,2,364.67,1 per year,364.69,364.58,351.23,8,4,private garage,75 kW,Reg7,0
30,down,young drivers,Male,medical,0,private or freelance work,1,653.63,4 per year,759.26,737.02,640.75,18,17,other,75 kW,Reg1,0
37,stable,same,Male,normal,11,unknown,1,214.94,1 per year,214.95,175.94,211.22,14,3,private garage,75 kW,Reg12,0
46,up,same,Male,normal,9,unknown,2,540.09,4 per year,378.06,459.5,560.46,17,8,street,125-300 kW,Reg5,0
40,down,same,Male,medical,1,private or freelance work,1,232.27,1 per year,237.01,324.32,210.67,14,6,street,100 kW,Reg4,1
42,down,same,Female,normal,1,private or freelance work,1,195.78,1 per year,199.78,198.49,176.41,12,4,street,100 kW,Reg12,0
47,stable,only partner,Female,medical,9,unknown,1,357.81,1 per year,357.83,261.36,357.83,18,9,carport,75 kW,Reg5,0
61,stable,same,Male,normal,2,private or freelance work,1,214.65,1 per year,214.66,295.09,214.66,12,2,underground garage,125-300 kW,Reg7,0
47,stable,only partner,Female,normal,8,unknown,2,180.24,1 per year,178.59,167.4,180.24,8,0,private garage,100 kW,Reg7,0
35,down,same,Male,normal,0,private or freelance work,1,662.38,12 per year,691.18,610.9,609.78,16,15,parking deck,75 kW,Reg9,0
59,stable,only partner,Male,medical,5,unknown,2,182.43,1 per year,182.44,173.88,189.04,15,3,unknown,150 kW,Reg8,0
73,stable,only partner,Male,normal,5,private or freelance work,1,266.65,1 per year,266.66,228.32,269.19,10,7,private garage,75 kW,Reg5,0
43,stable,only partner,Male,medical,7,unknown,2,256.74,1 per year,254.46,220.52,256.74,10,2,private garage,100 kW,Reg7,0
39,down,only partner,Female,normal,1,private or freelance work,1,387.33,4 per year,395.24,382.99,351.32,14,11,private garage,75 kW,Reg5,0
71,stable,same,Male,normal,9,unknown,1,170.3,1 per year,170.31,164.86,171.81,9,0,private garage,100 kW,Reg3,0
56,stable,same,Male,normal,2,private or freelance work,2,241.89,1 per year,241.9,296.25,235.07,13,6,street,100 kW,Reg3,0
26,down,same,Female,medical,1,private or freelance work,3,661.6,4 per year,690.36,623.16,575.31,12,10,private garage,75 kW,Reg7,0
53,stable,only partner,Female,normal,0,private or freelance work,1,178.14,1 per year,178.15,199.39,178.16,15,4,private garage,75 kW,Reg12,0
39,down,same,Female,normal,0,private or freelance work,1,601.67,4 per year,698.91,593.58,547.01,13,12,carport,25-50 kW,Reg3,0
52,down,same,Male,normal,11,unknown,2,480.62,1 per year,490.42,309.5,420.36,13,0,private garage,75 kW,Reg6,0
43,stable,same,Female,normal,3,private or freelance work,1,275.97,12 per year,275.99,426.41,297.57,16,13,private garage,75 kW,Reg4,0
44,up,only partner,Female,normal,8,private or freelance work,2,531.55,2 per year,442.96,522.61,568.39,11,11,street,25-50 kW,Reg2,0
36,down,only partner,Male,medical,2,private or freelance work,1,441.44,12 per year,460.64,487.27,373.49,18,7,private garage,75 kW,Reg6,1
39,stable,only partner,Male,medical,5,unknown,3,343.47,1 per year,343.49,282.26,310.71,15,9,unknown,175 kW,Reg8,0
51,stable,young drivers,Male,medical,9,private or freelance work,1,390.69,1 per year,390.7,240.41,390.7,10,10,underground garage,25-50 kW,Reg2,0
62,down,all drivers > 24,Female,medical,9,private or freelance work,1,357.63,1 per year,364.93,333.71,334.89,14,4,private garage,25-50 kW,Reg4,0
38,stable,same,Male,normal,0,private or freelance work,2,384.51,1 per year,384.52,436.08,407.17,11,8,private garage,100 kW,Reg8,0
72,stable,same,Male,normal,0,private or freelance work,1,203.84,1 per year,203.85,251.28,203.85,9,1,parking deck,100 kW,Reg7,0
53,stable,same,Male,normal,2,private or freelance work,1,279.54,1 per year,279.55,241.48,274.34,18,10,other,100 kW,Reg8,0
38,stable,only partner,Female,medical,0,private or freelance work,2,803.41,2 per year,803.42,1037.22,818.72,12,12,street,75 kW,Reg6,0
44,down,learner 17,Male,normal,3,private or freelance work,2,301.66,1 per year,307.81,393.82,277.02,11,4,private garage,100 kW,Reg3,0
44,stable,only partner,Male,normal,1,private or freelance work,1,311.94,1 per year,297.1,281.42,314.55,9,8,street,25-50 kW,Reg9,0
34,down,same,Female,normal,0,private or freelance work,1,376.42,4 per year,384.1,445.81,368.69,11,10,underground garage,100 kW,Reg10,0
42,stable,same,Male,normal,8,private or freelance work,3,285.15,4 per year,285.15,257.29,285.15,13,12,private garage,75 kW,Reg3,0
38,stable,same,Male,normal,8,unknown,2,422.5,4 per year,422.51,234.88,418.7,18,10,private garage,75 kW,Reg6,0
32,down,same,Male,normal,2,private or freelance work,1,674.36,4 per year,688.12,464.72,666.85,5,3,street,75 kW,Reg4,0
34,stable,same,Male,medical,0,private or freelance work,3,159.05,1 per year,159.06,237.7,159.06,15,9,private garage,25-50 kW,Reg5,0
43,stable,only partner,Female,medical,0,private or freelance work,1,216.68,2 per year,216.69,288.95,216.69,10,7,underground garage,75 kW,Reg8,1
